timestamp,close,macd,macd_signal,macd_histogram,macd_zscore,histogram_zscore,adx,rsi
2024-01-01 09:00:00,58839000.0,,,,0.0,0.0,,
2024-01-02 09:00:00,60206000.0,,,,0.0,0.0,,
2024-01-03 09:00:00,58581000.0,,,,0.0,0.0,,
2024-01-04 09:00:00,59477000.0,,,,0.0,0.0,,
2024-01-05 09:00:00,59351000.0,,,,0.0,0.0,,
2024-01-06 09:00:00,59329000.0,,,,0.0,0.0,,
2024-01-07 09:00:00,59108000.0,,,,0.0,0.0,,
2024-01-08 09:00:00,63010000.0,,,,0.0,0.0,,
2024-01-09 09:00:00,62014000.0,,,,0.0,0.0,,
2024-01-10 09:00:00,63621000.0,,,,0.0,0.0,,
2024-01-11 09:00:00,63550000.0,,,,0.0,0.0,,
2024-01-12 09:00:00,59435000.0,,,,0.0,0.0,,
2024-01-13 09:00:00,58968000.0,,,,0.0,0.0,,
2024-01-14 09:00:00,57391000.0,,,,0.0,0.0,,
2024-01-15 09:00:00,58354000.0,,,,0.0,0.0,,48.64940128098023
2024-01-16 09:00:00,59196000.0,,,,0.0,0.0,,51.11805320489554
2024-01-17 09:00:00,58776000.0,,,,0.0,0.0,,49.8311752532677
2024-01-18 09:00:00,57284000.0,,,,0.0,0.0,,45.45358220297332
2024-01-19 09:00:00,57739000.0,,,,0.0,0.0,,46.98317294281367
2024-01-20 09:00:00,57517000.0,,,,0.0,0.0,,46.30095177444347
2024-01-21 09:00:00,57387000.0,,,,0.0,0.0,,45.88081659500694
2024-01-22 09:00:00,54689000.0,,,,0.0,0.0,,38.14479473714474
2024-01-23 09:00:00,55389000.0,,,,0.0,0.0,,40.92777824448793
2024-01-24 09:00:00,55200000.0,,,,0.0,0.0,,40.399264499746586
2024-01-25 09:00:00,55101000.0,,,,0.0,0.0,,40.10710667426061
2024-01-26 09:00:00,57503000.0,,,,0.0,0.0,,49.62575177561867
2024-01-27 09:00:00,58086000.0,,,,0.0,0.0,,51.63490083609401
2024-01-28 09:00:00,57855000.0,,,,0.0,0.0,19.597403731174758,50.77083664090094
2024-01-29 09:00:00,59101000.0,,,,0.0,0.0,18.586835866192448,55.1322541161165
2024-01-30 09:00:00,58965000.0,,,,0.0,0.0,17.27334947727797,54.564033197125006
2024-01-31 09:00:00,58738000.0,,,,0.0,0.0,16.268883643983052,53.57156312467058
2024-02-01 09:00:00,59150000.0,,,,0.0,0.0,15.574918196974313,55.16552909849278
2024-02-02 09:00:00,59299000.0,,,,0.0,0.0,14.778189231201551,55.7571073959622
2024-02-03 09:00:00,59260000.0,-354898.3777786344,-972808.9493680903,617910.5715894558,0.0,0.0,14.038369477269702,55.55049748106676
2024-02-04 09:00:00,58811000.0,-299339.38467112184,-838115.0364286966,538775.6517575748,0.0,0.0,13.672557007507832,53.1104551305058
2024-02-05 09:00:00,58882000.0,-246735.16631428152,-719839.0624058136,473103.8960915321,0.0,0.0,12.965819395913021,53.45858849962421
2024-02-06 09:00:00,59039000.0,-190185.02183169872,-613908.2542909906,423723.23245929193,0.0,0.0,12.30956304228927,54.26716981493085
2024-02-07 09:00:00,60232000.0,-48543.91123330593,-500835.3856794537,452291.4744461478,0.0,0.0,11.906145175308987,59.959718433746986
2024-02-08 09:00:00,62011000.0,204896.20574530214,-359689.0673945026,564585.2731398047,0.0,0.0,12.658520719639082,66.63013949311222
2024-02-09 09:00:00,63682000.0,534424.5457627848,-180866.34476304508,715290.8905258299,0.0,0.0,14.550381030995108,71.44253169836465
2024-02-10 09:00:00,64549000.0,855674.1050840244,26441.745206368825,829232.3598776555,0.0,0.0,16.30710846296856,73.5721228504018
2024-02-11 09:00:00,65230000.0,1151938.8697364628,251541.17011238763,900397.6996240752,0.0,0.0,18.166168781844426,75.14026600108556
2024-02-12 09:00:00,67002000.0,1512283.7552079037,503689.6871314908,1008594.0680764129,0.0,0.0,20.520377431225295,78.68448497128443
2024-02-13 09:00:00,67309000.0,1801861.2722558007,763324.0041563527,1038537.268099448,0.0,0.0,22.779742403839823,79.23678864813837
2024-02-14 09:00:00,70199000.0,2238745.5232505277,1058408.3079751877,1180337.21527534,0.0,0.0,25.520604892978586,83.55623052387614
2024-02-15 09:00:00,71253000.0,2639600.7566708922,1374646.7977143286,1264953.9589565636,0.0,0.0,28.42587489567735,84.79831805721639
2024-02-16 09:00:00,72128000.0,2993380.7742319107,1698393.593017845,1294987.1812140658,0.0,0.0,31.172642163865785,85.75996157765245
2024-02-17 09:00:00,71530000.0,3188742.5455491543,1996463.3835241068,1192279.1620250475,0.0,0.0,32.72526990135121,81.9447265846521
