timestamp,cash,position_value,total_equity
2020-01-08 16:00:00,10528.640936221957,0.0,10528.640936221957
2020-01-08 20:00:00,0.0,10516.019609486651,10516.019609486651
2020-01-09 00:00:00,0.0,10383.838031868954,10383.838031868954
2020-01-09 04:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-09 08:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-09 12:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-09 16:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-09 20:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-10 00:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-10 04:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-10 08:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-10 12:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-10 16:00:00,10365.016949448396,0.0,10365.016949448396
2020-01-10 20:00:00,0.0,10352.591768807475,10352.591768807475
2020-01-11 00:00:00,0.0,10303.929528035565,10303.929528035565
2020-01-11 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-11 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-11 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-11 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-11 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-12 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-12 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-12 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-12 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-12 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-12 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-13 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-13 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-13 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-13 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-13 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-13 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-14 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-14 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-14 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-14 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-14 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-14 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-15 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-15 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-15 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-15 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-15 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-15 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-16 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-16 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-16 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-16 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-16 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-16 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-17 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-17 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-17 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-17 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-17 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-17 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-18 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-18 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-18 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-18 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-18 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-18 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-19 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-19 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-19 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-19 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-19 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-19 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-20 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-20 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-20 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-20 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-20 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-20 20:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-21 00:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-21 04:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-21 08:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-21 12:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-21 16:00:00,10185.213614010747,0.0,10185.213614010747
2020-01-21 20:00:00,0.0,10173.003974640385,10173.003974640385
2020-01-22 00:00:00,0.0,10149.41144341897,10149.41144341897
2020-01-22 04:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-22 08:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-22 12:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-22 16:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-22 20:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-23 00:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-23 04:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-23 08:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-23 12:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-23 16:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-23 20:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-24 00:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-24 04:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-24 08:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-24 12:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-24 16:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-24 20:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-25 00:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-25 04:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-25 08:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-25 12:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-25 16:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-25 20:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-26 00:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-26 04:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-26 08:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-26 12:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-26 16:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-26 20:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-27 00:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-27 04:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-27 08:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-27 12:00:00,10165.729910571632,0.0,10165.729910571632
2020-01-27 16:00:00,0.0,10153.543627509896,10153.543627509896
2020-01-27 20:00:00,0.0,10125.636535346403,10125.636535346403
2020-01-28 00:00:00,10345.537012733499,0.0,10345.537012733499
2020-01-28 04:00:00,10345.537012733499,0.0,10345.537012733499
2020-01-28 08:00:00,10345.537012733499,0.0,10345.537012733499
2020-01-28 12:00:00,10345.537012733499,0.0,10345.537012733499
2020-01-28 16:00:00,10345.537012733499,0.0,10345.537012733499
2020-01-28 20:00:00,0.0,10333.135183885803,10333.135183885803
2020-01-29 00:00:00,0.0,10299.283735977431,10299.283735977431
2020-01-29 04:00:00,10310.597541324149,0.0,10310.597541324149
2020-01-29 08:00:00,10310.597541324149,0.0,10310.597541324149
2020-01-29 12:00:00,10310.597541324149,0.0,10310.597541324149
2020-01-29 16:00:00,0.0,10298.237596560759,10298.237596560759
2020-01-29 20:00:00,0.0,10196.888427645983,10196.888427645983
2020-01-30 00:00:00,10161.408540391703,0.0,10161.408540391703
2020-01-30 04:00:00,10161.408540391703,0.0,10161.408540391703
2020-01-30 08:00:00,10161.408540391703,0.0,10161.408540391703
2020-01-30 12:00:00,10161.408540391703,0.0,10161.408540391703
2020-01-30 16:00:00,0.0,10149.227437621073,10149.227437621073
2020-01-30 20:00:00,0.0,10156.049231167854,10156.049231167854
2020-01-31 00:00:00,10070.065902799162,0.0,10070.065902799162
2020-01-31 04:00:00,10070.065902799162,0.0,10070.065902799162
2020-01-31 08:00:00,10070.065902799162,0.0,10070.065902799162
2020-01-31 12:00:00,10070.065902799162,0.0,10070.065902799162
2020-01-31 16:00:00,10070.065902799162,0.0,10070.065902799162
2020-01-31 20:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-01 00:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-01 04:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-01 08:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-01 12:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-01 16:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-01 20:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-02 00:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-02 04:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-02 08:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-02 12:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-02 16:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-02 20:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-03 00:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-03 04:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-03 08:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-03 12:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-03 16:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-03 20:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-04 00:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-04 04:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-04 08:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-04 12:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-04 16:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-04 20:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-05 00:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-05 04:00:00,10070.065902799162,0.0,10070.065902799162
2020-02-05 08:00:00,0.0,10057.994298042655,10057.994298042655
2020-02-05 12:00:00,0.0,10129.116434549782,10129.116434549782
2020-02-05 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-05 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-06 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-06 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-06 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-06 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-06 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-06 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-07 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-07 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-07 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-07 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-07 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-07 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-08 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-08 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-08 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-08 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-08 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-08 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-09 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-09 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-09 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-09 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-09 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-09 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-10 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-10 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-10 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-10 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-10 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-10 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-11 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-11 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-11 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-11 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-11 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-11 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-12 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-12 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-12 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-12 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-12 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-12 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-13 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-13 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-13 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-13 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-13 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-13 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-14 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-14 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-14 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-14 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-14 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-14 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-15 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-15 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-15 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-15 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-15 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-15 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-16 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-16 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-16 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-16 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-16 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-16 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-17 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-17 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-17 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-17 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-17 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-17 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-18 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-18 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-18 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-18 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-18 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-18 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-19 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-19 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-19 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-19 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-19 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-20 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-20 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-20 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-20 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-20 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-20 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-21 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-21 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-21 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-21 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-21 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-21 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-22 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-22 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-22 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-22 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-22 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-22 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-23 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-23 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-23 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-23 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-23 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-23 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-24 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-24 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-24 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-24 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-24 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-24 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-25 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-25 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-25 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-25 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-25 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-25 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-26 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-26 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-26 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-26 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-26 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-26 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-27 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-27 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-27 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-27 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-27 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-27 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-28 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-28 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-28 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-28 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-28 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-28 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-29 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-29 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-29 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-29 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-29 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-02-29 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-01 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-01 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-01 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-01 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-01 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-01 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-02 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-02 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-02 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-02 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-02 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-02 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-03 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-03 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-03 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-03 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-03 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-03 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-04 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-04 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-04 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-04 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-04 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-04 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-05 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-05 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-05 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-05 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-05 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-05 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-06 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-06 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-06 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-06 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-06 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-06 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-07 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-07 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-07 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-07 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-07 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-07 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-08 00:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-08 04:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-08 08:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-08 12:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-08 16:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-08 20:00:00,10299.25931945505,0.0,10299.25931945505
2020-03-09 00:00:00,0.0,10286.912966512642,10286.912966512642
2020-03-09 04:00:00,0.0,10077.934851118318,10077.934851118318
2020-03-09 08:00:00,9945.061532556463,0.0,9945.061532556463
2020-03-09 12:00:00,9945.061532556463,0.0,9945.061532556463
2020-03-09 16:00:00,9945.061532556463,0.0,9945.061532556463
2020-03-09 20:00:00,9945.061532556463,0.0,9945.061532556463
2020-03-10 00:00:00,9945.061532556463,0.0,9945.061532556463
2020-03-10 04:00:00,9945.061532556463,0.0,9945.061532556463
2020-03-10 08:00:00,0.0,9933.139778194674,9933.139778194674
2020-03-10 12:00:00,0.0,9566.433553342202,9566.433553342202
2020-03-10 16:00:00,9815.158061650447,0.0,9815.158061650447
2020-03-10 20:00:00,9815.158061650447,0.0,9815.158061650447
2020-03-11 00:00:00,9815.158061650447,0.0,9815.158061650447
2020-03-11 04:00:00,9815.158061650447,0.0,9815.158061650447
2020-03-11 08:00:00,9815.158061650447,0.0,9815.158061650447
2020-03-11 12:00:00,9815.158061650447,0.0,9815.158061650447
2020-03-11 16:00:00,9815.158061650447,0.0,9815.158061650447
