timestamp,open,high,low,close,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,bb_upper,bb_middle,bb_lower,bb_position,adx,mfi,future_close_1d,return_1d,profitable_1d,max_dd_1d,future_close_3d,return_3d,profitable_3d,max_dd_3d,future_close_5d,return_5d,profitable_5d,max_dd_5d,future_close_7d,return_7d,profitable_7d,max_dd_7d,future_close_14d,return_14d,profitable_14d,max_dd_14d,future_close_30d,return_30d,profitable_30d,max_dd_30d
2020-01-06 13:00:00,8675000.0,8700000.0,8630000.0,8640000.0,635.16056882,61.04276323332331,632.4228661435001,1.0043289115923248,96708.43039910868,96328.94819669549,379.4822024131863,8564998.371825617,8480340.401844267,8738991.34279979,8484150.0,8229308.65720021,0.805778486111729,15.161728755547815,67.40715511603315,8687000.0,0.005439814814814815,0,0.0,8651000.0,0.0012731481481481483,0,-0.002199074074074074,9029000.0,0.045023148148148145,1,-0.002199074074074074,9070000.0,0.04976851851851852,1,-0.002199074074074074,9529000.0,0.10289351851851852,1,-0.002199074074074074,9150000.0,0.059027777777777776,1,-0.002199074074074074
2020-01-06 17:00:00,8640000.0,8738000.0,8635000.0,8687000.0,1101.99945194,63.27204798876234,630.4993823530001,1.747820034061539,100929.21855228767,97249.00226781392,3680.216284473747,8589398.697460493,8499127.638040243,8696059.751607724,8515700.0,8335340.248392276,0.9748842202127552,15.772430898310828,76.33862132465471,8621000.0,-0.007597559571773915,0,-0.007597559571773915,8866000.0,0.020605502474962588,1,-0.007597559571773915,9035000.0,0.04005985956026246,1,-0.007597559571773915,8912000.0,0.025900771267411075,1,-0.007597559571773915,9085000.0,0.045815586508576034,1,-0.007597559571773915,9105000.0,0.04811787728790146,1,-0.007597559571773915
2020-01-06 21:00:00,8688000.0,8750000.0,8610000.0,8621000.0,877.61419234,58.23269209749494,593.1852444420001,1.4794943073230988,97820.95606771484,97363.39302779411,457.56303992072935,8595718.957968395,8510206.943672948,8698133.243692202,8529250.0,8360366.7563077975,0.7716373690903836,15.989071376685215,66.98709994593824,8651000.0,0.0034798747245099178,0,0.0,9029000.0,0.04732629625333488,1,0.0,9070000.0,0.052082125043498434,1,0.0,9235000.0,0.07122143602830298,1,0.0,9085000.0,0.05382206240575339,1,0.0,9145000.0,0.06078181185477323,1,0.0
2020-01-07 01:00:00,8624000.0,8666000.0,8616000.0,8651000.0,257.55922781,59.799989130622265,549.0853801145001,0.4690695420742972,96664.10134541243,97223.53469131778,-559.433345905345,8606775.166374717,8523006.312429952,8712943.653401146,8538050.0,8363156.346598854,0.8229105167725317,16.19023753517572,68.03176357051606,8866000.0,0.02485261819442839,1,0.0,9035000.0,0.04438793203097908,1,0.0,8912000.0,0.03016992255230609,1,0.0,9398000.0,0.08634839902901399,1,0.0,9013000.0,0.041844873425037565,1,0.0,9159000.0,0.058721535082649406,1,0.0
2020-01-07 05:00:00,8651000.0,8890000.0,8637000.0,8866000.0,1136.61808229,68.8278276933869,553.1891707665002,2.0546643758682035,111807.14563596807,100140.25688024783,11666.88875572024,8658620.133099774,8554187.556754502,8779431.332920635,8559200.0,8338968.667079364,1.196540305894079,18.06958169897872,74.83451300241356,9029000.0,0.018384840965486128,1,0.0,9070000.0,0.02300924881570043,1,0.0,9235000.0,0.04161967065192872,1,0.0,9572000.0,0.07963004737198286,1,0.0,9042000.0,0.019851116625310174,1,0.0,9060000.0,0.021881344461989624,1,-0.0027069704489059328
2020-01-07 09:00:00,8866000.0,9170000.0,8865000.0,9029000.0,2662.01211993,73.65778913375408,653.2706898200001,4.074899060087146,135400.04762274586,107192.21502874744,28207.83259399842,8732696.10647982,8597352.324322274,8883951.912722955,8586600.0,8289248.087277045,1.2438997044760696,20.973093810731317,80.37480271476497,9035000.0,0.0006645254180972422,0,0.0,8912000.0,-0.012958245652896223,0,-0.012958245652896223,9398000.0,0.040868313212980394,1,-0.012958245652896223,9567000.0,0.05958577915605272,1,-0.012958245652896223,8985000.0,-0.0048731863993797765,0,-0.012958245652896223,9129000.0,0.011075423634954036,1,-0.020711042197364048
2020-01-07 13:00:00,9029000.0,9037000.0,8923000.0,9035000.0,855.43023572,73.81860088299851,682.6340912430002,1.2531314311630077,152820.12698420882,116317.79741983971,36502.32956436911,8793156.885183856,8637138.476656612,8965289.0023942,8614650.0,8264010.9976058,1.0994056524371314,23.66921220021587,74.03921679080324,9070000.0,0.00387382401770891,0,0.0,9235000.0,0.02213613724405091,1,-0.013613724405091312,9572000.0,0.0594355285002767,1,-0.013613724405091312,9608000.0,0.06342003320420586,1,-0.013613724405091312,9010000.0,-0.002767017155506364,0,-0.013613724405091312,9135000.0,0.011068068622025456,1,-0.021361372440509133
2020-01-07 17:00:00,9035000.0,9132000.0,8994000.0,9070000.0,884.15885686,74.78557768204689,704.3706997125001,1.2552465019071395,167518.82019351237,126558.00197457425,40960.81821893812,8848525.508147085,8676489.524233283,9039918.405120045,8645250.0,8250581.594879955,1.03810996077936,26.467315481181753,73.99752903863951,8912000.0,-0.017420066152149943,0,-0.017420066152149943,9398000.0,0.036163175303197355,1,-0.017420066152149943,9567000.0,0.05479603087100331,1,-0.017420066152149943,9529000.0,0.050606394707828004,1,-0.017420066152149943,9036000.0,-0.0037486218302094816,0,-0.017420066152149943,9165000.0,0.010474090407938258,1,-0.02513781697905182
2020-01-07 21:00:00,9070000.0,9091000.0,8890000.0,8912000.0,1276.08454471,63.40153086616153,752.8873161240001,1.6949210291913455,164521.85538377985,134150.77265641536,30371.082727364497,8861220.406517668,8697899.567484803,9069207.334553637,8667850.0,8266492.665446363,0.8041553984201232,27.839988882330797,65.48924986813311,9235000.0,0.03624326750448833,1,0.0,9572000.0,0.07405745062836624,1,0.0,9608000.0,0.07809694793536805,1,0.0,9085000.0,0.01941202872531418,1,0.0,8941000.0,0.003254039497307002,0,0.0,9208000.0,0.03321364452423698,1,-0.007854578096947935
2020-01-09 09:00:00,9084000.0,9142000.0,8910000.0,9013000.0,2000.37699404,51.31936089284081,1483.7154632715005,1.3482214370330097,194541.16950763017,225495.0992979288,-30953.92979029863,9204157.085310038,9050247.745630674,9733601.11908088,9036600.0,8339598.880919119,0.4830703284729867,34.50574735214899,55.80302426592162,9042000.0,0.0032175746144458006,0,0.0,9010000.0,-0.00033285254632197937,0,-0.0031066237656718074,8941000.0,-0.007988461111727505,0,-0.007988461111727505,8842000.0,-0.018972595140352825,0,-0.018972595140352825,9105000.0,0.010207478087207367,1,-0.018972595140352825,9454000.0,0.04892932430933097,1,-0.018972595140352825
2020-01-09 13:00:00,9013000.0,9082000.0,8954000.0,9042000.0,661.98618425,52.33082631268419,1496.1605246945005,0.4424566571058077,169395.86495157517,214275.25242865807,-44879.3874770829,9171725.668248031,9049497.95057334,9709796.862371976,9066000.0,8422203.137628024,0.4813605801746412,32.39879219848077,55.021885154002604,8985000.0,-0.0063039150630391505,0,-0.0063039150630391505,9036000.0,-0.0006635700066357001,0,-0.0063039150630391505,8933000.0,-0.012054855120548552,0,-0.012054855120548552,8984000.0,-0.006414510064145101,0,-0.022119000221190004,9145000.0,0.01139128511391285,1,-0.022119000221190004,9529000.0,0.053859765538597656,1,-0.022119000221190004
2020-01-09 17:00:00,9049000.0,9070000.0,8966000.0,8985000.0,672.51953468,50.126267560345006,1463.2270567950004,0.45961392769285064,143217.6820093505,200063.73834479655,-56846.05633544605,9134380.534598425,9043634.500521218,9701378.536489205,9081500.0,8461621.463510795,0.4221621702321351,30.442333841503142,48.2832053048387,9010000.0,0.0027824151363383415,0,0.0,8941000.0,-0.004897050639955481,0,-0.004897050639955481,8842000.0,-0.015915414579855316,0,-0.015915414579855316,9191000.0,0.022927100723427934,1,-0.015915414579855316,9159000.0,0.019365609348914858,1,-0.015915414579855316,9525000.0,0.06010016694490818,1,-0.015915414579855316
2020-01-09 21:00:00,8991000.0,9036000.0,8969000.0,9010000.0,587.83411758,51.09930368634774,1460.8607342330006,0.40238888198239653,123069.90127673186,184664.9709311836,-61595.06965445174,9109504.42767874,9040576.818655653,9687297.53958279,9100000.0,8512702.46041721,0.4233778502937924,28.62562251002392,48.843009756798736,9036000.0,0.0028856825749167593,0,0.0,8933000.0,-0.008546059933407325,0,-0.008546059933407325,8984000.0,-0.0028856825749167593,0,-0.018645948945615984,9141000.0,0.014539400665926749,1,-0.018645948945615984,9060000.0,0.005549389567147614,0,-0.018645948945615984,9567000.0,0.061820199778024415,1,-0.018645948945615984
