timestamp,open,high,low,close,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,bb_upper,bb_middle,bb_lower,bb_position,adx,mfi,atr,atr_pct,future_close_1d,return_1d,max_dd_1d,future_close_3d,return_3d,max_dd_3d,future_close_5d,return_5d,max_dd_5d,future_close_7d,return_7d,max_dd_7d,future_close_14d,return_14d,max_dd_14d,future_close_30d,return_30d,max_dd_30d,best_hold_days,best_return,best_max_dd
2023-01-31 15:00:00,28507000.0,28517000.0,28430000.0,28449000.0,160.48177027,30.935834015993795,51.79499139750008,3.0984032613961543,-36099.21967461705,-17264.150728715464,-18835.06894590159,28590926.997946568,28720684.146038406,28827950.711715594,28661100.0,28494249.288284406,-0.1355981278687499,28.28271273477448,20.818852493855484,66555.80599094825,0.0023394778723662786,28499000.0,0.0017575310204225104,0.0,28565000.0,0.004077471967380225,0.0,28569000.0,0.004218074449014025,0.0,28758000.0,0.010861541706211114,0.0,28667000.0,0.007662835249042145,0.0,28994000.0,0.019157088122605363,0.0,30,0.019157088122605363,0.0
2023-01-31 15:15:00,28451000.0,28531000.0,28449000.0,28499000.0,43.11797764,37.04219652300375,51.51353780800008,0.8370222561826021,-42059.67136967927,-22223.254856908225,-19836.416512771048,28572541.598357253,28711990.65011533,28835674.289633166,28655750.0,28475825.710366834,0.06440011429366858,29.54983208264941,27.274834296399103,67658.96270588052,0.00237408199255695,28560000.0,0.0021404259798589423,0.0,28587000.0,0.0030878276430751955,0.0,28680000.0,0.0063511000385978456,0.0,28696000.0,0.006912523246429699,0.0,28663000.0,0.005754587880276501,0.0,29085000.0,0.020562124986841644,0.0,30,0.020562124986841644,0.0
2023-01-31 15:30:00,28499000.0,28568000.0,28495000.0,28560000.0,63.63648651,43.594523986069426,49.97537560500008,1.2733568430375761,-41384.13157099858,-26055.430199726296,-15328.701371272284,28570033.2786858,28706030.232463747,28836992.926958576,28653200.0,28469407.073041424,0.24645379030008627,29.975260795084804,35.05999916921926,68040.46536974619,0.0023823692356353707,28565000.0,0.00017507002801120448,0.0,28569000.0,0.0003151260504201681,0.0,28758000.0,0.006932773109243697,0.0,28732000.0,0.0060224089635854345,0.0,28626000.0,0.002310924369747899,0.0,28966000.0,0.014215686274509804,0.0,30,0.014215686274509804,0.0
2023-01-31 15:45:00,28560000.0,28617000.0,28553000.0,28565000.0,29.6152801,44.10800043135088,47.77388607700008,0.6199051936505071,-39984.38806410134,-28841.221772601304,-11143.166291500034,28569026.62294864,28700499.635112226,28831990.1826348,28646100.0,28460209.8173652,0.2818604542464493,29.46873133863811,39.81837228716711,67751.8607004786,0.0023718487904946122,28587000.0,0.0007701732889900227,0.0,28680000.0,0.004025905828811483,0.0,28696000.0,0.004586031857167863,0.0,28699000.0,0.004691055487484684,0.0,28750000.0,0.006476457202870646,0.0,29038000.0,0.01655872571328549,0.0,30,0.01655872571328549,0.0
2023-01-31 16:00:00,28572000.0,28605000.0,28544000.0,28587000.0,31.36528447,46.4192426660048,46.555774482000075,0.6737141593923393,-36677.07462634519,-30408.392343350082,-6268.682282995105,28572621.29835891,28696048.669029392,28819653.18779906,28638100.0,28456546.81220094,0.35926989049468816,29.098035283666068,44.4315677517883,67269.5849361587,0.0023531530043781686,28569000.0,-0.000629656837023822,-0.000629656837023822,28758000.0,0.0059817399517263095,-0.000629656837023822,28732000.0,0.005072235631580788,-0.000629656837023822,28659000.0,0.002518627348095288,-0.000629656837023822,28683000.0,0.003358169797460384,-0.000629656837023822,29087000.0,0.017490467695106166,-0.000629656837023822,30,0.017490467695106166,-0.000629656837023822
2023-01-31 16:15:00,28588000.0,28606000.0,28564000.0,28569000.0,21.17361756,44.78737138412137,44.17549425000008,0.4793068627636229,-35103.799714978784,-31347.473817675822,-3756.3258973029624,28571897.03868713,28691066.36828314,28798684.897144243,28627450.0,28456215.102855757,0.32932801381378624,28.73464211199992,49.79874330151816,65464.61458357594,0.0022914562842093157,28680000.0,0.003885330253071511,0.0,28696000.0,0.004445377857117855,0.0,28699000.0,0.004550386782876545,0.0,28677000.0,0.0037803213273128215,0.0,28637000.0,0.002380202317196962,0.0,29034000.0,0.01627638349259687,0.0,30,0.01627638349259687,0.0
2023-01-31 16:30:00,28570000.0,28680000.0,28570000.0,28680000.0,46.08660663,55.23780636731224,44.38084351600008,1.0384346708819305,-24616.43276488036,-30001.26560711673,5384.83284223637,28593517.630949702,28690632.39305635,28779160.370558586,28622100.0,28465039.629441414,0.684324027105241,27.0963144476521,56.499610252897305,68717.14211332051,0.0023959951922357223,28758000.0,0.002719665271966527,0.0,28732000.0,0.0018131101813110182,0.0,28659000.0,-0.0007322175732217573,-0.0007322175732217573,28670000.0,-0.0003486750348675035,-0.0007322175732217573,28672000.0,-0.0002789400278940028,-0.0018828451882845188,29058000.0,0.013179916317991631,-0.0018828451882845188,30,0.013179916317991631,-0.0018828451882845188
2023-01-31 16:45:00,28680000.0,28793000.0,28673000.0,28758000.0,96.37992132,60.846060854371565,47.211732941500074,2.0414400259237273,-9897.083356510848,-25980.429156995553,16083.345800484705,28626414.10475976,28693274.25999532,28778711.199344527,28622000.0,28465288.800655473,0.9339192111630971,26.216793204269358,65.1605900510732,72380.20339094047,0.0025168719448828317,28696000.0,-0.00215592183044718,-0.00215592183044718,28699000.0,-0.002051603032199736,-0.00215592183044718,28677000.0,-0.002816607552680993,-0.0034425203421656583,28667000.0,-0.0031643368801724738,-0.0034425203421656583,28652000.0,-0.003685930871409695,-0.004590027122887545,29054000.0,0.010292788093747826,-0.004590027122887545,30,0.010292788093747826,-0.004590027122887545
2023-01-31 17:00:00,28763000.0,28786000.0,28694000.0,28696000.0,50.46499189,54.9524043560789,48.34221039400008,1.0439115522169709,-3197.911217689514,-21423.925569134346,18226.014351444832,28640331.283807807,28693381.15176021,28768338.32505429,28619200.0,28470061.67494571,0.7574790885308725,25.400094906842526,58.95303493902856,73781.61743444472,0.0025711464118498995,28732000.0,0.0012545302481182046,0.0,28659000.0,-0.0012893783105659324,-0.0012893783105659324,28670000.0,-0.0009060496236409256,-0.0012893783105659324,28663000.0,-0.0011499860607750208,-0.0012893783105659324,28705000.0,0.00031363256202955115,-0.0024393643713409535,29071000.0,0.013068023417897964,-0.0024393643713409535,30,0.013068023417897964,-0.0024393643713409535
2023-01-31 17:15:00,28696000.0,28764000.0,28695000.0,28732000.0,46.96024499,57.5250542058406,48.80345458000007,0.9622319852997573,4958.966226890683,-16147.34720992934,21106.313436820023,28658665.027046245,28694895.616397064,28774456.319088172,28620950.0,28467443.680911828,0.8617114938969197,24.641732202089038,59.615191007797485,73440.07333198439,0.0025560376351101343,28699000.0,-0.0011485451761102604,-0.0011485451761102604,28677000.0,-0.0019142419601837673,-0.002540721147153,28667000.0,-0.0022622859529444522,-0.002540721147153,28626000.0,-0.0036892663232632604,-0.0036892663232632604,28722000.0,-0.00034804399276068494,-0.0036892663232632604,29069000.0,0.011729082556035083,-0.0036892663232632604,30,0.011729082556035083,-0.0036892663232632604
