timestamp,open,high,low,close,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,bb_upper,bb_middle,bb_lower,bb_position,adx,mfi,future_close_1d,return_1d,profitable_1d,max_dd_1d,future_close_3d,return_3d,profitable_3d,max_dd_3d,future_close_5d,return_5d,profitable_5d,max_dd_5d,future_close_7d,return_7d,profitable_7d,max_dd_7d,future_close_14d,return_14d,profitable_14d,max_dd_14d,future_close_30d,return_30d,profitable_30d,max_dd_30d,optimized_score,tier
2020-02-04 09:00:00,10750000.0,10790000.0,10504000.0,10635000.0,4273.50735062,69.66722035125133,4187.111583688,1.0206337388448343,502357.5612753369,531775.629503464,-29418.06822812709,10582398.67427,10162633.81418882,11058323.0099761,10232800.0,9407276.9900239,0.7436031431829163,64.35824326422389,76.18798079369607,11054000.0,0.0393982134461683,1,0.0,11490000.0,0.080394922425952,1,0.0,11821000.0,0.1115185707569346,1,0.0,11819000.0,0.1113305124588622,1,0.0,11838000.0,0.11311706629055,1,0.0,10791000.0,0.0146685472496473,1,-0.0245416078984485,33,S
2020-03-12 09:00:00,9507000.0,9537000.0,5980000.0,6363000.0,29866.02509793,13.167926198946404,5209.828755006499,5.732630860319467,-624862.2682526652,-274043.7796081665,-350818.4886444987,9340564.63340402,10124740.053613111,12622165.903611766,10400650.0,8179134.096388234,-0.4087600933748757,32.48150880038752,13.46120751365876,7267000.0,0.142071349992142,1,0.0,6909000.0,0.0858085808580858,1,0.0,6774000.0,0.0645921735030645,1,0.0,7679000.0,0.2068206820682068,1,0.0,8272000.0,0.3000157158573,1,0.0,8463000.0,0.33003300330033,1,0.0,20,A
2020-03-13 09:00:00,6362000.0,7470000.0,5489000.0,7267000.0,50282.2630063,25.798740928867005,7632.137551729,6.58822809016446,-767414.04458539,-372717.8326036112,-394696.2119817789,8925851.706723217,9864945.503284646,12734839.927405288,10189200.0,7643560.072594712,-0.0739617705828747,35.79439474141342,9.617139281584732,6823000.0,-0.0610981147653777,0,-0.0610981147653777,6385000.0,-0.1213705793312233,0,-0.1213705793312233,6745000.0,-0.0718315673592954,0,-0.1213705793312233,7781000.0,0.0707307004265859,1,-0.1213705793312233,7880000.0,0.0843539287188661,1,-0.1213705793312233,8470000.0,0.1655428650061923,1,-0.1213705793312233,15,A
2020-03-16 09:00:00,6905000.0,6914000.0,6000000.0,6385000.0,19383.80784892,22.86880311585937,9265.36826249,2.092070957113878,-1098898.0590542844,-686068.7972414544,-412829.26181283,7825820.073842287,9075747.9363521,12698891.083515272,9459250.0,6219608.916484728,0.0255261430590034,44.50299338000157,19.012705540845097,6774000.0,0.0609240407204385,1,0.0,7679000.0,0.202662490211433,1,0.0,7740000.0,0.2122161315583398,1,0.0,8047000.0,0.2602975724353955,1,0.0,7798000.0,0.2212999216914643,1,0.0,8108000.0,0.2698512137823022,1,0.0,20,A
2020-03-24 09:00:00,8047000.0,8412000.0,7892000.0,8367000.0,15158.03958932,47.68852940408315,14019.401984627,1.081218700051655,-697673.6685812771,-854340.0631497459,156666.3945684688,7787723.61051988,8320387.638439903,11266914.021881856,8262050.0,5257185.978118144,0.5174633526235695,41.15348625809626,52.50944901180791,8271000.0,-0.0114736464682681,0,-0.0114736464682681,7880000.0,-0.0582048523963188,0,-0.0582048523963188,7218000.0,-0.137325206167085,0,-0.137325206167085,7799000.0,-0.0678857416039201,0,-0.137325206167085,8660000.0,0.0350185251583602,1,-0.137325206167085,9057000.0,0.0824668339906776,1,-0.137325206167085,28,S
2020-03-25 09:00:00,8362000.0,8538000.0,8080000.0,8271000.0,12629.11800824,46.82015117451497,14471.751067702502,0.872673800783181,-613677.3811385762,-806207.5267475119,192530.14560893577,7884378.888415905,8315897.853127184,10908522.216271969,8136050.0,5363577.783728031,0.5243374846478104,39.165925494009976,56.17508026798882,8272000.0,0.0001209043646475,0,0.0,7656000.0,-0.0743561842582517,0,-0.0743561842582517,7798000.0,-0.0571877644782976,0,-0.1273122959738846,8074000.0,-0.02381815983557,0,-0.1273122959738846,8821000.0,0.06649740055616,1,-0.1273122959738846,9100000.0,0.1002297182928303,1,-0.1273122959738846,28,S
2020-03-26 09:00:00,8276000.0,8344000.0,8091000.0,8272000.0,6160.81327022,46.83101210016497,14662.098686317502,0.4201863186181661,-540795.077516647,-753125.036901339,212329.9593846919,7961903.110732724,8311907.139206531,10490004.388478808,8007650.0,5525295.611521192,0.5532458220363117,37.320333355929854,61.55099707150706,7880000.0,-0.0473887814313346,0,-0.0473887814313346,7218000.0,-0.1274177949709864,0,-0.1274177949709864,7799000.0,-0.0571808510638297,0,-0.1274177949709864,8174000.0,-0.0118471953578336,0,-0.1274177949709864,8804000.0,0.0643133462282398,1,-0.1274177949709864,9164000.0,0.1078336557059961,1,-0.1274177949709864,33,S
2020-03-27 09:00:00,8281000.0,8365000.0,7820000.0,7880000.0,6749.55305514,43.113883105840294,14882.777155961005,0.4535143531620104,-508801.3059893055,-704260.2907189323,195458.9847296268,7945522.488586179,8272642.853824119,10026661.84396214,7867750.0,5708838.1560378615,0.5028370773994917,36.013894753013865,73.55139569812594,7656000.0,-0.0284263959390862,0,-0.0284263959390862,7798000.0,-0.0104060913705583,0,-0.0840101522842639,8074000.0,0.0246192893401015,1,-0.0840101522842639,8156000.0,0.0350253807106599,1,-0.0840101522842639,8414000.0,0.0677664974619289,1,-0.0840101522842639,9376000.0,0.1898477157360406,1,-0.0840101522842639,33,S
2020-03-28 09:00:00,7883000.0,7885000.0,7403000.0,7656000.0,7702.10233717,41.10605502990119,15015.683228205002,0.5129371884126196,-495805.6011631629,-662569.3528077784,166763.75164461555,7887617.990868943,8216584.412567381,9709688.900733968,7756750.0,5803811.099266032,0.4742055422312148,35.369354771836484,68.89289523187226,7218000.0,-0.0572100313479623,0,-0.0572100313479623,7799000.0,0.0186781609195402,1,-0.0572100313479623,8174000.0,0.0676593521421107,1,-0.0572100313479623,8249000.0,0.0774555903866248,1,-0.0572100313479623,8463000.0,0.1054075235109717,1,-0.0572100313479623,9490000.0,0.2395506792058516,1,-0.0572100313479623,33,S
2020-03-29 09:00:00,7658000.0,7679000.0,7215000.0,7218000.0,4443.49787898,37.434945334691974,14853.229331779505,0.2991603899545825,-514913.7458017897,-633038.2314065807,118124.48560479096,7753694.392695154,8125804.011424892,9373053.450648244,7631350.0,5889646.5493517555,0.3813374343817958,35.00843154185056,65.59016123245229,7798000.0,0.0803546688833471,1,0.0,8074000.0,0.1185924078692158,1,0.0,8156000.0,0.1299528955389304,1,0.0,8198000.0,0.1357716819063452,1,0.0,8470000.0,0.1734552507619839,1,0.0,9410000.0,0.3036852313660294,1,0.0,33,S
