timestamp,open,high,low,close,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,bb_upper,bb_middle,bb_lower,bb_position,adx,mfi,atr,future_close_1d,return_1d,profitable_1d,max_dd_1d,future_close_3d,return_3d,profitable_3d,max_dd_3d,future_close_5d,return_5d,profitable_5d,max_dd_5d,future_close_7d,return_7d,profitable_7d,max_dd_7d,future_close_14d,return_14d,profitable_14d,max_dd_14d,future_close_30d,return_30d,profitable_30d,max_dd_30d,optimized_score,tier
2023-01-31 16:30:00,28570000.0,28680000.0,28570000.0,28680000.0,46.08660663,55.23780636731224,44.38084351600008,1.0384346708819303,-24616.43276488036,-30001.26560711673,5384.83284223637,28593517.630949706,28690632.39305635,28779160.370558582,28622100.0,28465039.629441418,0.684324027105241,27.0963144476521,56.499610252897305,68717.14211332051,28758000.0,0.0027196652719665,0,0.0,28732000.0,0.001813110181311,0,0.0,28659000.0,-0.0007322175732217,0,-0.0007322175732217,28670000.0,-0.0003486750348675,0,-0.0007322175732217,28672000.0,-0.000278940027894,0,-0.0018828451882845,29058000.0,0.0131799163179916,1,-0.0018828451882845,20,A
2023-01-31 16:45:00,28680000.0,28793000.0,28673000.0,28758000.0,96.37992132,60.846060854371565,47.211732941500074,2.0414400259237273,-9897.083356510848,-25980.429156995553,16083.345800484703,28626414.10475976,28693274.25999532,28778711.199344527,28622000.0,28465288.800655473,0.9339192111630972,26.21679320426936,65.1605900510732,72380.20339094047,28696000.0,-0.0021559218304471,0,-0.0021559218304471,28699000.0,-0.0020516030321997,0,-0.0021559218304471,28677000.0,-0.0028166075526809,0,-0.0034425203421656,28667000.0,-0.0031643368801724,0,-0.0034425203421656,28652000.0,-0.0036859308714096,0,-0.0045900271228875,29054000.0,0.0102927880937478,1,-0.0045900271228875,37,S
2023-01-31 17:00:00,28763000.0,28786000.0,28694000.0,28696000.0,50.46499189,54.9524043560789,48.34221039400008,1.0439115522169709,-3197.911217689514,-21423.925569134342,18226.014351444832,28640331.283807807,28693381.15176021,28768338.32505429,28619200.0,28470061.67494571,0.7574790885308725,25.40009490684253,58.95303493902856,73781.61743444472,28732000.0,0.0012545302481182,0,0.0,28659000.0,-0.0012893783105659,0,-0.0012893783105659,28670000.0,-0.0009060496236409,0,-0.0012893783105659,28663000.0,-0.001149986060775,0,-0.0012893783105659,28705000.0,0.0003136325620295,0,-0.0024393643713409,29071000.0,0.0130680234178979,1,-0.0024393643713409,20,A
2023-01-31 17:15:00,28696000.0,28764000.0,28695000.0,28732000.0,46.96024499,57.5250542058406,48.80345458000007,0.9622319852997572,4958.966226890683,-16147.34720992934,21106.313436820023,28658665.027046245,28694895.616397064,28774456.319088172,28620950.0,28467443.680911828,0.8617114938969197,24.64173220208904,59.615191007797485,73440.07333198439,28699000.0,-0.0011485451761102,0,-0.0011485451761102,28677000.0,-0.0019142419601837,0,-0.002540721147153,28667000.0,-0.0022622859529444,0,-0.002540721147153,28626000.0,-0.0036892663232632,0,-0.0036892663232632,28722000.0,-0.0003480439927606,0,-0.0036892663232632,29069000.0,0.011729082556035,1,-0.0036892663232632,20,A
2023-01-31 17:30:00,28731000.0,28734000.0,28680000.0,28699000.0,41.06333739,54.455020705237544,49.27593631850007,0.8333344926128426,8660.69110538438,-11185.739546866596,19846.430652250972,28666732.021636996,28695056.572616786,28776829.80358628,28621800.0,28466770.19641372,0.7489843830481157,23.681372535827204,54.39500336197894,72051.49666541407,28659000.0,-0.0013937767866476,0,-0.0013937767866476,28670000.0,-0.0010104881703195,0,-0.0013937767866476,28663000.0,-0.0012543991079828,0,-0.0013937767866476,28750000.0,0.0017770654029757,0,-0.0025436426356319,28699000.0,0.0,0,-0.0025436426356319,29056000.0,0.0124394578208299,1,-0.0025436426356319,20,A
2023-01-31 18:00:00,28660000.0,28692000.0,28625000.0,28677000.0,62.13937251,52.4104903006561,51.75226595300008,1.2007082465999304,9307.898763477802,-3973.8819766017623,13281.780740079565,28667548.493847676,28692989.938813113,28783242.698243443,28625750.0,28468257.301756557,0.6627059558049503,21.996171982477502,52.91169609882203,75799.50477783152,28670000.0,-0.0002440980576768,0,-0.0002440980576768,28663000.0,-0.0004881961153537,0,-0.0004881961153537,28750000.0,0.0025455940300589,0,-0.0017784287059315,28637000.0,-0.0013948460438679,0,-0.0017784287059315,28736000.0,0.0020573979147051,0,-0.0017784287059315,29027000.0,0.0122049028838441,1,-0.0017784287059315,20,A
2023-01-31 18:15:00,28676000.0,28714000.0,28668000.0,28670000.0,42.89539946,51.7474048597049,52.127694691500075,0.8228907822197346,9455.553779367356,-1287.9948254079382,10743.548604775297,28668038.79507814,28692088.372585148,28786920.427436065,28628300.0,28469679.572563935,0.6314458694697693,20.895718730140068,59.24635918353014,73670.96872227213,28667000.0,-0.0001046389954656,0,-0.0001046389954656,28626000.0,-0.0015347052668294,0,-0.0015347052668294,28683000.0,0.0004534356470177,0,-0.0015347052668294,28672000.0,6.975933031042901e-05,0,-0.0015347052668294,28812000.0,0.0049529124520404,0,-0.0015347052668294,28994000.0,0.0113010115102895,1,-0.0015347052668294,20,A
2023-01-31 18:30:00,28670000.0,28677000.0,28609000.0,28667000.0,34.16651748,51.44699156261162,52.05342001500007,0.6563741147105098,9224.166070688516,814.437353811353,8409.728716877164,28667831.036062513,28691104.51483671,28788407.370316103,28629150.0,28469892.629683897,0.6188328048016652,20.61995243349773,69.99880369285304,73265.89952782412,28663000.0,-0.0001395332612411,0,-0.0001395332612411,28750000.0,0.0028953151707538,0,-0.0014302159277217,28637000.0,-0.0010464994593086,0,-0.0014302159277217,28652000.0,-0.0005232497296543,0,-0.0014302159277217,28828000.0,0.0056162137649562,0,-0.0014302159277217,28966000.0,0.0104301112777758,1,-0.0014302159277217,25,S
2023-01-31 18:45:00,28667000.0,28700000.0,28644000.0,28663000.0,30.29144673,51.02167848301739,51.81261124350008,0.5846346285780005,8618.672383591533,2375.284359767389,6243.388023824144,28666864.82885001,28690002.376999974,28789497.964921284,28629800.0,28470102.035078716,0.6039462212820444,19.98904387004544,69.44235434119527,72032.62099012239,28626000.0,-0.0012908627847747,0,-0.0012908627847747,28683000.0,0.0006977636674458,0,-0.0012908627847747,28672000.0,0.0003139936503506,0,-0.0012908627847747,28705000.0,0.0014653037016362,0,-0.0012908627847747,28771000.0,0.0037679238042075,0,-0.0012908627847747,29027000.0,0.0126992987475142,1,-0.0012908627847747,25,S
2023-01-31 19:00:00,28662000.0,28665000.0,28585000.0,28626000.0,45.18792183,47.13962681713838,52.27255220850007,0.8644674866794042,5094.497302439064,2919.126948301724,2175.3703541373397,28658691.86308001,28687492.479862723,28787462.907768182,28628250.0,28469037.092231818,0.4929339899900702,20.09767131019633,61.75078298827859,72601.71949082793,28750000.0,0.004331726402571,0,0.0,28637000.0,0.0003842660518409,0,0.0,28652000.0,0.0009082652134423,0,0.0,28722000.0,0.0033535946342485,0,0.0,28994000.0,0.0128554460979529,1,0.0,29063000.0,0.015265842241319,1,0.0,25,S
2023-01-31 19:15:00,28600000.0,28750000.0,28600000.0,28750000.0,75.51373547,58.528092656060146,54.601665066500075,1.3829932727881256,12167.072412047535,4768.716041050887,7398.356370996648,28676953.49046401,28689943.755162224,28799379.741441023,28632300.0,28465220.258558977,0.8522270234106876,18.93109813012258,64.25006531121853,78130.16809862595,28683000.0,-0.0023304347826086,0,-0.0023304347826086,28672000.0,-0.0027130434782608,0,-0.0039304347826086,28705000.0,-0.0015652173913043,0,-0.0039304347826086,28699000.0,-0.0017739130434782,0,-0.0039304347826086,29085000.0,0.0116521739130434,1,-0.0039304347826086,29041000.0,0.0101217391304347,1,-0.0039304347826086,25,S
2023-01-31 19:30:00,28749000.0,28757000.0,28681000.0,28683000.0,57.5225271,52.008144276424375,55.94522544500008,1.028193677699102,12224.878296643496,6259.948492169408,5964.929804474087,28678162.79237121,28689671.451038215,28803336.76156851,28634800.0,28466263.23843149,0.642995508966176,17.75308716241499,65.53707047603244,77978.01323443837,28637000.0,-0.0016037374054317,0,-0.0016037374054317,28652000.0,-0.0010807795558344,0,-0.0016037374054317,28722000.0,0.001359690408953,0,-0.0016037374054317,28786000.0,0.0035909772339016,0,-0.0016037374054317,28966000.0,0.0098664714290694,0,-0.0016037374054317,29016000.0,0.0116096642610605,1,-0.0016037374054317,25,S
2023-01-31 19:45:00,28683000.0,28690000.0,28632000.0,28637000.0,35.7103865,48.05042714313783,54.749336753000065,0.6522524037342461,8461.337285470217,6700.22625082957,1761.1110346406476,28669930.233896963,28687605.903938677,28799319.112768043,28641300.0,28483280.887231957,0.4863940509325856,17.27183613929892,61.42668377256519,76551.01228912135,28672000.0,0.0012221950623319,0,0.0,28705000.0,0.0023745504068163,0,0.0,28699000.0,0.0021650312532737,0,0.0,28736000.0,0.0034570660334532,0,0.0,29038000.0,0.0140028634284317,1,0.0,29001000.0,0.0127108286482522,1,0.0,25,S
2023-01-31 20:00:00,28634000.0,28688000.0,28630000.0,28672000.0,34.17755672,51.0995911159275,48.43412607550007,0.7056503232188674,8208.291338991374,7001.83926846193,1206.4520705294435,28670344.18711757,28686993.907705788,28783847.83103233,28652450.0,28521052.16896767,0.5743923999597453,16.849426568650482,60.802783923057355,75225.93998275555,28652000.0,-0.0006975446428571,0,-0.0006975446428571,28722000.0,0.0017438616071428,0,-0.0006975446428571,28786000.0,0.0039760044642857,0,-0.0006975446428571,28812000.0,0.0048828125,0,-0.0006975446428571,29087000.0,0.0144740513392857,1,-0.0006975446428571,29001000.0,0.011474609375,1,-0.0006975446428571,25,S
2023-01-31 20:15:00,28674000.0,28697000.0,28650000.0,28652000.0,21.90777585,49.31822625152328,47.37361598600007,0.4624467732518924,6321.052590735257,6865.6819329165955,-544.6293421813389,28666675.349694055,28685621.59759968,28771104.324240096,28660100.0,28549095.675759904,0.4635149348665004,16.311526577877252,56.3615719138608,73209.80141255872,28705000.0,0.0018497836102191,0,0.0,28699000.0,0.0016403741449113,0,0.0,28736000.0,0.0029317325143096,0,0.0,28828000.0,0.0061426776490297,0,0.0,29034000.0,0.0133324026245986,1,0.0,29009000.0,0.012459863185816,1,0.0,20,A
2023-01-31 21:00:00,28723000.0,28750000.0,28698000.0,28699000.0,52.81362306,52.96243398741416,47.204897158000065,1.1188166109805706,12999.55914466083,9242.84688153563,3756.712263125201,28686897.77904335,28688218.40269583,28765644.79948706,28680800.0,28595955.20051294,0.6072546585649917,13.394648888764076,69.4614883197976,71303.18283651293,28786000.0,0.0030314645109585,0,0.0,28812000.0,0.0039374194222795,0,0.0,28771000.0,0.0025087982159657,0,0.0,29085000.0,0.0134499459911495,1,0.0,29071000.0,0.0129621241158228,1,0.0,28988000.0,0.010070037283529,1,0.0,25,S
2023-02-01 21:00:00,28920000.0,28944000.0,28893000.0,28925000.0,48.18956069,57.564775590612285,52.80013953050006,0.9126786618085212,-3596.963967613876,-30505.485122589103,26908.521154975228,28867313.057668936,28887641.234704252,28967477.29680986,28813050.0,28658622.70319014,0.8624683016301183,23.789852379867007,54.47870534361496,69037.75680486498,28914000.0,-0.0003802938634399,0,-0.0003802938634399,28868000.0,-0.0019706136560069,0,-0.0019706136560069,28974000.0,0.0016940363007778,0,-0.0019706136560069,28942000.0,0.0005877268798617,0,-0.0019706136560069,28863000.0,-0.002143474503025,0,-0.002143474503025,29223000.0,0.0103025064822817,1,-0.00466724286949,20,A
2023-02-01 21:15:00,28927000.0,28947000.0,28905000.0,28914000.0,36.12231288,56.10855263890122,52.754017001000065,0.6847310391418198,1309.7520134337246,-24142.43769538454,25452.189708818263,28876650.44613515,28888674.911774673,28968876.477795772,28813450.0,28658023.522204228,0.8234648350331949,22.979989886267425,62.07360366167447,67106.48846166035,28926000.0,0.0004150238638721,0,0.0,28910000.0,-0.0001383412879573,0,-0.0015909248115099,28929000.0,0.0005187798298402,0,-0.0015909248115099,28937000.0,0.0007954624057549,0,-0.0015909248115099,28837000.0,-0.0026630697931797,0,-0.0026630697931797,29367000.0,0.0156671508611745,1,-0.0042885799266791,25,S
2023-02-01 21:30:00,28905000.0,28934000.0,28899000.0,28926000.0,31.88318912,57.37534426648692,50.12019120750007,0.6361346266218743,6096.384169373661,-18094.6733224329,24191.05749180656,28886520.35690812,28890138.640724685,28972972.219786175,28814600.0,28656227.780213825,0.8517030958788293,22.084484569300205,69.29035754469896,64813.16785725604,28868000.0,-0.002005116504183,0,-0.002005116504183,28974000.0,0.0016594067620825,0,-0.002005116504183,28942000.0,0.0005531355873608,0,-0.002005116504183,28971000.0,0.0015556938394523,0,-0.002005116504183,28857000.0,-0.0023853972204936,0,-0.0030768167046947,29370000.0,0.0153495125492636,1,-0.0047016524925672,25,S
2023-02-01 21:45:00,28926000.0,28932000.0,28863000.0,28868000.0,35.12639062,49.881626699097446,49.624383248500074,0.7078453840746065,5150.339457709342,-13445.670766404452,18596.010224113794,28882816.285526495,28889270.45873548,28974484.295707837,28815300.0,28656115.704292163,0.6655314042307426,20.57746900557448,61.46895303236941,65112.22729602346,28910000.0,0.001454898157129,0,0.0,28929000.0,0.0021130663710683,0,0.0,28937000.0,0.002390189829569,0,0.0,28990000.0,0.0042261327421366,0,0.0,28861000.0,-0.0002424830261881,0,-0.0010738534016904,29546000.0,0.0234862131079395,1,-0.0027019537203824,25,S
