timestamp,price,high,low,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_mid,bb_upper,bb_middle,bb_lower,bb_position,bb_width_pct,adx,plus_di,minus_di,mfi,atr,layer1_rsi_vote,layer1_volume_vote,layer1_macd_vote,layer2_ema_vote,layer2_bb_vote,layer2_adx_vote,layer3_day_vote,layer3_market_state,total_buy_votes,total_sell_votes,total_hold_votes,turn_of_candle,vote_boost_applied,hour,weekday,month,quarter,year,candle_idx
2022-11-08 09:00:00,26650000.0,29020000.0,25842000.0,21680.49236147,34.190614114374554,5335.758176129993,4.063244930862812,144365.3916661404,266298.5586501438,-121933.16698400339,28580000.40748245,28517148.882937163,,30057842.014928944,28536100.0,27014357.985071056,-0.11971739673891726,0.10665381849159096,24.498029384938746,18.36557044053917,36.62224524885925,42.2348727738942,,buy,buy,hold,buy,buy,hold,buy,SIDEWAYS,5,0,2,False,False,9,1,11,4,2022,1009
2023-02-09 09:00:00,28193000.0,29400000.0,28135000.0,12573.15274824,53.06812724403609,6564.727154266994,1.9152589974843968,975369.995321162,1267682.578493164,-292312.5831720019,29020669.736885317,28360663.784853827,,29908968.449798625,29001700.0,28094431.550201375,0.05432154607630353,0.0625665702216508,50.96649844311504,25.42553362741095,19.441347858828088,41.10616445818821,,hold,buy,hold,buy,buy,buy,buy,SIDEWAYS,5,0,2,False,False,9,3,2,1,2023,1102
