timestamp,price,high,low,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_mid,bb_upper,bb_middle,bb_lower,bb_position,bb_width_pct,adx,plus_di,minus_di,mfi,atr,layer1_rsi_vote,layer1_volume_vote,layer1_macd_vote,layer2_ema_vote,layer2_bb_vote,layer2_adx_vote,layer3_day_vote,layer3_market_state,total_buy_votes,total_sell_votes,total_hold_votes,turn_of_candle,vote_boost_applied,hour,weekday,month,quarter,year,candle_idx
2021-06-22 07:00:00,36805000.0,38000000.0,36802000.0,1564.92040077,24.283495105578623,1002.1870749655006,1.5615052716818074,-836635.4744205177,-721173.7737989228,-115461.70062159491,38144562.77532554,38949543.13513254,,40687648.74450635,38878600.0,37069551.25549365,-0.0731188853525996,0.09306141396585019,44.74851944270781,6.814416946118346,31.86885935854052,23.768322712152944,743791.3149973083,buy,buy,hold,hold,buy,hold,buy,SIDEWAYS,4,0,3,False,False,7,1,6,2,2021,12886
2021-06-22 17:00:00,37024000.0,38174000.0,36732000.0,1821.79516579,34.07471392458355,911.4595785440002,1.998766822660643,-507425.50996989757,-559100.1618974718,51674.65192757419,38000763.00991485,38398352.509589605,,39618105.44894181,38252700.0,36887294.55105819,0.05006038647632413,0.07138870976123578,39.107055520001666,12.012884488339573,32.645032778349375,35.17075264976139,773920.6210771145,buy,buy,hold,hold,buy,hold,buy,SIDEWAYS,4,0,3,False,False,17,1,6,2,2021,12896
2021-06-22 21:00:00,34906000.0,36665000.0,34501000.0,4700.74806195,24.921223100567595,1142.1436146540004,4.115724153808835,-806057.5586499646,-626458.7762480959,-179598.78240186872,36925845.328861125,37729282.910723045,,39700153.734807014,37741550.0,35782946.265192986,-0.22387026267960042,0.10379031782250674,41.63568062750408,9.596015359407,40.39242006680938,34.09500709962113,877546.3832409274,buy,buy,hold,hold,buy,hold,buy,SIDEWAYS,4,0,3,False,False,21,1,6,2,2021,12900
2021-06-22 22:00:00,34269000.0,35300000.0,33900000.0,2256.37656747,22.61263384967447,1236.8783154780003,1.8242510514043633,-978594.3179398105,-696885.8845864388,-281708.4333533717,36394476.2630889,37414711.73702095,,39967430.31477219,37529000.0,35090569.68522781,-0.16846281811923888,0.12994912279955173,43.32366450185164,8.547115180987799,40.669636131625545,25.846148566119076,914864.4987237182,buy,buy,hold,hold,buy,hold,buy,SIDEWAYS,4,0,3,False,False,22,1,6,2,2021,12901
2021-06-23 22:00:00,39284000.0,40099000.0,39121000.0,1826.65531446,56.64302110819103,809.0286993010006,2.2578374735509716,369327.7189989835,313420.2405954822,55907.47840350133,39113311.87391406,38728186.546417765,,39963676.76394814,38753500.0,37543323.23605186,0.7191828565065445,0.06245509509841137,21.637571899808822,26.948402744726657,13.757602678652544,63.61788567514518,788070.6026162918,hold,buy,hold,buy,hold,buy,buy,SIDEWAYS,4,0,3,False,False,22,2,6,2,2021,12925
2021-06-24 03:00:00,38772000.0,38953000.0,38406000.0,552.50205673,50.55490549898648,828.1945558850008,0.6671162624820706,224680.16317491978,289829.36998040864,-65149.20680548885,38978731.31484416,38807284.87647873,,39734804.241601504,39014850.0,38294895.758398496,0.3313434479809497,0.03690667741137051,19.726533764934366,21.107199403639882,20.099741954744445,41.91532817961933,694614.9507221894,hold,hold,hold,buy,buy,buy,buy,SIDEWAYS,4,0,3,False,False,3,3,6,2,2021,12930
2021-06-24 04:00:00,38513000.0,38917000.0,38508000.0,286.60594012,47.660260860215224,816.6234975980008,0.3509646011448565,172358.98805838823,266335.29359600454,-93976.30553761631,38885585.05187533,38780531.705889754,,39561586.233402394,39051300.0,38541013.766597606,-0.02744907148564556,0.026134148333212658,18.49212943593549,20.1926057268779,19.22880230307343,35.84836433417661,674213.8828134615,hold,hold,hold,buy,buy,buy,buy,SIDEWAYS,4,0,3,False,False,4,3,6,2,2021,12931
2021-06-24 06:00:00,38830000.0,39177000.0,38539000.0,345.5643912,51.511509891815166,646.7896206660008,0.53427633987721,125780.67956083268,217604.2261266404,-91823.54656580772,38831014.43320021,38771265.87263616,,39546244.7294517,39010250.0,38474255.2705483,0.33185468989183176,0.027479686977227833,16.532796538696108,20.944698599470513,18.688283112023903,42.07354385778782,663454.8275279336,hold,hold,hold,buy,buy,buy,buy,SIDEWAYS,4,0,3,False,False,6,3,6,2,2021,12933
2021-06-24 09:00:00,38600000.0,39368000.0,38501000.0,822.76460342,48.01652541544672,611.1713373940008,1.3462094065605572,104550.93512429297,171771.37364043095,-67220.43851613798,38853735.38979851,38802806.81640584,,39564329.54588774,38997950.0,38431570.45411226,0.14868964381803676,0.029046631727449184,14.325592800524728,18.255659811457306,19.24146342038738,46.530713605520845,642142.9504660608,hold,buy,hold,buy,buy,hold,buy,SIDEWAYS,4,0,3,False,False,9,3,6,2,2021,12936
2021-06-24 10:00:00,38130000.0,38855000.0,38005000.0,880.60891309,42.69603947725218,617.0988686450007,1.4270143048934822,38417.97156894952,145100.69322613467,-106682.72165718515,38708988.311838806,38741642.56036895,,39568444.66844704,38930500.0,38292555.33155296,-0.1274055099078352,0.032773515287347454,14.441451528550333,16.568602864171616,22.855865252393397,36.72752496144833,656989.882575628,buy,buy,hold,hold,buy,hold,buy,SIDEWAYS,4,0,3,False,False,10,3,6,2,2021,12937
